128 128
0.0 0.0 1.357329682405258e-16
0.04908738521234052 0.0 2.792702021301632e-16
0.09817477042468103 0.0 4.388748110377036e-16
0.14726215563702155 0.0 6.237180662959988e-16
0.19634954084936207 0.0 8.443579307911196e-16
0.2454369260617026 0.0 1.1132530493974068e-15
0.2945243112740431 0.0 1.4453360506891906e-15
0.3436116964863836 0.0 1.858670636122549e-15
0.39269908169872414 0.0 2.375218165508396e-15
0.44178646691106466 0.0 3.02173988034978e-15
0.4908738521234052 0.0 3.8308610442090114e-15
0.5399612373357456 0.0 4.842323452764497e-15
0.5890486225480862 0.0 6.104453053828902e-15
0.6381360077604268 0.0 7.67586965692372e-15
0.6872233929727672 0.0 9.62746555417214e-15
0.7363107781851077 0.0 1.2044678842273333e-14
0.7853981633974483 0.0 1.5030084766756575e-14
0.8344855486097889 0.0 1.8706323880046987e-14
0.8835729338221293 0.0 2.321937853742178e-14
0.9326603190344698 0.0 2.8742198528438156e-14
0.9817477042468103 0.0 3.5478661706912594e-14
1.030835089459151 0.0 4.366783560000583e-14
1.0799224746714913 0.0 5.358848047990316e-14
1.1290098598838318 0.0 6.556370277460885e-14
1.1780972450961724 0.0 7.996562978510308e-14
1.227184630308513 0.0 9.721993273704349e-14
1.2762720155208536 0.0 1.178099761448566e-13
1.325359400733194 0.0 1.422803190506024e-13
1.3744467859455345 0.0 1.712392406483255e-13
1.423534171157875 0.0 2.053599129229793e-13
1.4726215563702154 0.0 2.453798011011554e-13
1.521708941582556 0.0 2.920978447425227e-13
1.5707963267948966 0.0 3.463689646406947e-13
1.6198837120072371 0.0 4.0909545994535885e-13
1.6689710972195777 0.0 4.812149121642974e-13
1.718058482431918 0.0 5.636843027881649e-13
1.7671458676442586 0.0 6.574601819423509e-13
1.8162332528565992 0.0 7.634748965659947e-13
1.8653206380689396 0.0 8.826090944835638e-13
1.9144080232812801 0.0 1.0156609578032324e-12
1.9634954084936207 0.0 1.1633128738518154e-12
2.012582793705961 0.0 1.3260965092863944e-12
2.061670178918302 0.0 1.5043574952876472e-12
2.110757564130642 0.0 1.6982211393986762e-12
2.1598449493429825 0.0 1.907560732979969e-12
2.2089323345553233 0.0 2.1319701041094918e-12
2.2580197197676637 0.0 2.37074205867641e-12
2.3071071049800045 0.0 2.6228542463487956e-12
2.356194490192345 0.0 2.8869637775512684e-12
2.405281875404685 0.0 3.1614116035821114e-12
2.454369260617026 0.0 3.4442372626746602e-12
2.5034566458293663 0.0 3.733204105724784e-12
2.552544031041707 0.0 4.025834569444321e-12
2.6016314162540475 0.0 4.319454491504042e-12
2.650718801466388 0.0 4.611244897116193e-12
2.6998061866787286 0.0 4.898299168736707e-12
2.748893571891069 0.0 5.177683080953589e-12
2.7979809571034093 0.0 5.4464948805386145e-12
2.84706834231575 0.0 5.701922451607515e-12
2.8961557275280905 0.0 5.9412946541263165e-12
2.945243112740431 0.0 6.162124175619613e-12
2.9943304979527716 0.0 6.362139692537647e-12
3.043417883165112 0.0 6.5393057868774e-12
3.0925052683774528 0.0 6.69182987951438e-12
3.141592653589793 0.0 6.818156387162782e-12
3.1906800388021335 0.0 6.9169493393790506e-12
3.2397674240144743 0.0 6.987065754366942e-12
3.2888548092268146 0.0 7.027523112461529e-12
3.3379421944391554 0.0 7.037465224823974e-12
3.3870295796514958 0.0 7.016131605735294e-12
3.436116964863836 0.0 6.962836041068881e-12
3.485204350076177 0.0 6.876960304858794e-12
3.5342917352885173 0.0 6.757968787233781e-12
3.5833791205008576 0.0 6.60544901186505e-12
3.6324665057131984 0.0 6.419181475750165e-12
3.6815538909255388 0.0 6.1992397862526145e-12
3.730641276137879 0.0 5.9461186066510036e-12
3.77972866135022 0.0 5.6608824878986015e-12
3.8288160465625602 0.0 5.345323510564663e-12
3.877903431774901 0.0 5.002110331253684e-12
3.9269908169872414 0.0 4.634906604712856e-12
3.9760782021995817 0.0 4.248434020714314e-12
4.025165587411922 0.0 3.848455680716584e-12
4.074252972624263 0.0 3.4416604102979934e-12
4.123340357836604 0.0 3.0354384458556153e-12
4.172427743048944 0.0 2.6375533077998803e-12
4.221515128261284 0.0 2.2557317958777995e-12
4.270602513473625 0.0 1.8972107963781212e-12
4.319689898685965 0.0 1.568291988617077e-12
4.368777283898306 0.0 1.2739596783618451e-12
4.417864669110647 0.0 1.017610320902162e-12
4.466952054322987 0.0 8.0092483872909e-13
4.516039439535327 0.0 6.23889819469482e-13
4.565126824747668 0.0 4.849472186269103e-13
4.614214209960009 0.0 3.812317925180744e-13
4.663301595172349 0.0 3.088476039323472e-13
4.71238898038469 0.0 2.631423506800665e-13
4.76147636559703 0.0 2.3895830047409167e-13
4.81056375080937 0.0 2.308633118733965e-13
4.859651136021712 0.0 2.333840199736441e-13
4.908738521234052 0.0 2.4126650699328715e-13
4.957825906446392 0.0 2.497743585863255e-13
5.006913291658733 0.0 2.5500502927876605e-13
5.056000676871073 0.0 2.5417521830187864e-13
5.105088062083414 0.0 2.4580913077425123e-13
5.154175447295755 0.0 2.297703901269228e-13
5.203262832508095 0.0 2.0710973308908007e-13
5.252350217720435 0.0 1.7974659492629583e-13
5.301437602932776 0.0 1.500467275640041e-13
5.350524988145116 0.0 1.2038398360052549e-13
5.399612373357457 0.0 9.277355553544675e-14
5.448699758569798 0.0 6.863810770775804e-14
5.497787143782138 0.0 4.8728219867657075e-14
5.546874528994478 0.0 3.3178926825624595e-14
5.595961914206819 0.0 2.1657003594420768e-14
5.64504929941916 0.0 1.3544570209113916e-14
5.6941366846315 0.0 8.11191046134196e-15
5.743224069843841 0.0 4.649555246325256e-15
5.792311455056181 0.0 2.5488485364894525e-15
5.841398840268521 0.0 1.3353817350858499e-15
5.890486225480862 0.0 6.681069998830831e-16
5.939573610693203 0.0 3.1891654418448693e-16
5.988660995905543 0.0 1.450979445035679e-16
6.037748381117884 0.0 6.284448575431088e-17
6.086835766330224 0.0 2.585247592813315e-17
6.135923151542564 0.0 9.993458144558874e-18
6.1850105367549055 0.0 3.3219827558344273e-18
6.234097921967246 0.0 1.8703383640368244e-21
6.283185307179586 0.0 1.357329682405258e-16
0.0 0.04908738521234052 5.829795868803858e-16
0.04908738521234052 0.04908738521234052 1.2004085071369936e-15
0.09817477042468103 0.04908738521234052 1.888789955852635e-15
0.14726215563702155 0.04908738521234052 2.6887270000202425e-15
0.19634954084936207 0.04908738521234052 3.6470922076550016e-15
0.2454369260617026 0.04908738521234052 4.819372897887074e-15
0.2945243112740431 0.04908738521234052 6.272296563376506e-15
0.3436116964863836 0.04908738521234052 8.08684725226445e-15
0.39269908169872414 0.04908738521234052 1.0361789089874233e-14
0.44178646691106466 0.04908738521234052 1.3217814567492374e-14
0.4908738521234052 0.04908738521234052 1.6802434650386003e-14
0.5399612373357456 0.04908738521234052 2.129572632015763e-14
0.5890486225480862 0.04908738521234052 2.6917050904329655e-14
0.6381360077604268 0.04908738521234052 3.3932852413874995e-14
0.6872233929727672 0.04908738521234052 4.266563722590998e-14
0.7363107781851077 0.04908738521234052 5.350422238164581e-14
0.7853981633974483 0.04908738521234052 6.691531677379355e-14
0.8344855486097889 0.04908738521234052 8.345646468506443e-14
0.8835729338221293 0.04908738521234052 1.0379033160426048e-13
0.9326603190344698 0.04908738521234052 1.2870024518448844e-13
0.9817477042468103 0.04908738521234052 1.5910681707236498e-13
1.030835089459151 0.04908738521234052 1.9608536206168396e-13
1.0799224746714913 0.04908738521234052 2.4088369833549374e-13
1.1290098598838318 0.04908738521234052 2.9493975637840415e-13
1.1780972450961724 0.04908738521234052 3.598982460743357e-13
1.227184630308513 0.04908738521234052 4.376254354038109e-13
1.2762720155208536 0.04908738521234052 5.302208866927407e-13
1.325359400733194 0.04908738521234052 6.40024787589602e-13
1.3744467859455345 0.04908738521234052 7.69619317725044e-13
1.423534171157875 0.04908738521234052 9.218223262552247e-13
1.4726215563702154 0.04908738521234052 1.09967148208967e-12
1.521708941582556 0.04908738521234052 1.3063970228638887e-12
1.5707963267948966 0.04908738521234052 1.5453812982559444e-12
1.6198837120072371 0.04908738521234052 1.820103506203134e-12
1.6689710972195777 0.04908738521234052 2.1340683830808194e-12
1.718058482431918 0.04908738521234052 2.490718151838178e-12
1.7671458676442586 0.04908738521234052 2.893327767232735e-12
1.8162332528565992 0.04908738521234052 3.3448844231873697e-12
1.8653206380689396 0.04908738521234052 3.847953385050595e-12
