128 128
0.0 0.0 2.1146659030895333e-18
0.04908738521234052 0.0 4.419734581546678e-18
0.09817477042468103 0.0 7.136086961774677e-18
0.14726215563702155 0.0 1.052788899972471e-17
0.19634954084936207 0.0 1.4925631001010188e-17
0.2454369260617026 0.0 2.0750655100311726e-17
0.2945243112740431 0.0 2.854608963710084e-17
0.3436116964863836 0.0 3.901696355620696e-17
0.39269908169872414 0.0 5.3082195351765395e-17
0.44178646691106466 0.0 7.194143036568088e-17
0.4908738521234052 0.0 9.716033468847189e-17
0.5399612373357456 0.0 1.3077886949442776e-16
0.5890486225480862 0.0 1.754481921237275e-16
0.6381360077604268 0.0 2.346031098498902e-16
0.6872233929727672 0.0 3.1267841598924013e-16
0.7363107781851077 0.0 4.1537892803858354e-16
0.7853981633974483 0.0 5.500145583456512e-16
0.8344855486097889 0.0 7.259131664362213e-16
0.8835729338221293 0.0 9.549250928769389e-16
0.9326603190344698 0.0 1.252033909135724e-15
0.9817477042468103 0.0 1.6360877125257367e-15
1.030835089459151 0.0 2.1306638583593976e-15
1.0799224746714913 0.0 2.765076915839352e-15
1.1290098598838318 0.0 3.575534418831235e-15
1.1780972450961724 0.0 4.606437275210057e-15
1.227184630308513 0.0 5.911811259527717e-15
1.2762720155208536 0.0 7.556842846509499e-15
1.325359400733194 0.0 9.619477097143354e-15
1.3744467859455345 0.0 1.2192018171315658e-14
1.423534171157875 0.0 1.5382655586335766e-14
1.4726215563702154 0.0 1.931682332067664e-14
1.521708941582556 0.0 2.4138286401573734e-14
1.5707963267948966 0.0 3.000984300206974e-14
1.6198837120072371 0.0 3.711353144190194e-14
1.6689710972195777 0.0 4.565024241394916e-14
1.718058482431918 0.0 5.583865782247406e-14
1.7671458676442586 0.0 6.791346800007735e-14
1.8162332528565992 0.0 8.2122856277293e-14
1.8653206380689396 0.0 9.87252797151803e-14
1.9144080232812801 0.0 1.1798561164629375e-13
1.9634954084936207 0.0 1.401707390623289e-13
2.012582793705961 0.0 1.6554471953845453e-13
2.061670178918302 0.0 1.9436359331714303e-13
2.110757564130642 0.0 2.2686991396751726e-13
2.1598449493429825 0.0 2.6328700689154316e-13
2.2089323345553233 0.0 3.0381289434374443e-13
2.2580197197676637 0.0 3.486137483562442e-13
2.3071071049800045 0.0 3.9781666241516275e-13
2.356194490192345 0.0 4.5150148449388514e-13
2.405281875404685 0.0 5.096914438568432e-13
2.454369260617026 0.0 5.723423455104993e-13
2.5034566458293663 0.0 6.393302085314999e-13
2.552544031041707 0.0 7.104373908187474e-13
2.6016314162540475 0.0 7.853374689570942e-13
2.650718801466388 0.0 8.635794163336226e-13
2.6998061866787286 0.0 9.445719272223697e-13
2.748893571891069 0.0 1.0275690457105363e-12
2.7979809571034093 0.0 1.1116585488129679e-12
2.84706834231575 0.0 1.1957547734656878e-12
2.8961557275280905 0.0 1.2785977368641943e-12
2.945243112740431 0.0 1.3587604481394543e-12
2.9943304979527716 0.0 1.434666216243432e-12
3.043417883165112 0.0 1.5046174947940775e-12
3.0925052683774528 0.0 1.5668373429310047e-12
3.141592653589793 0.0 1.6195239016092647e-12
3.1906800388021335 0.0 1.6609173788515622e-12
3.2397674240144743 0.0 1.6893779170948752e-12
3.2888548092268146 0.0 1.7034714227817963e-12
3.3379421944391554 0.0 1.7020590546164588e-12
3.3870295796514958 0.0 1.684384721350533e-12
3.436116964863836 0.0 1.6501538090905507e-12
3.485204350076177 0.0 1.5995956559701966e-12
3.5342917352885173 0.0 1.5335022464176177e-12
3.5833791205008576 0.0 1.4532364113144108e-12
3.6324665057131984 0.0 1.3607046224084762e-12
3.6815538909255388 0.0 1.2582922587354762e-12
3.730641276137879 0.0 1.1487628242644699e-12
3.77972866135022 0.0 1.0351266382483787e-12
3.8288160465625602 0.0 9.204884533848818e-13
3.877903431774901 0.0 8.078866207880138e-13
3.9269908169872414 0.0 7.001381562081852e-13
3.9760782021995817 0.0 5.997038586361709e-13
4.025165587411922 0.0 5.085852772902114e-13
4.074252972624263 0.0 4.2826101271904364e-13
4.123340357836604 0.0 3.5966421604836346e-13
4.172427743048944 0.0 3.03197241010417e-13
4.221515128261284 0.0 2.587744316486249e-13
4.270602513473625 0.0 2.2588115219823366e-13
4.319689898685965 0.0 2.036371657237761e-13
4.368777283898306 0.0 1.9085547570198858e-13
4.417864669110647 0.0 1.8609308958001235e-13
4.466952054322987 0.0 1.8769642115064543e-13
4.516039439535327 0.0 1.938493260067587e-13
4.565126824747668 0.0 2.0263419456621543e-13
4.614214209960009 0.0 2.121148680248481e-13
4.663301595172349 0.0 2.2044429696939176e-13
4.71238898038469 0.0 2.2599111539384916e-13
4.76147636559703 0.0 2.2747012198394435e-13
4.81056375080937 0.0 2.2405503840939657e-13
4.859651136021712 0.0 2.154504145429347e-13
4.908738521234052 0.0 2.0190437081244187e-13
4.957825906446392 0.0 1.8415428447530062e-13
5.006913291658733 0.0 1.6331097861161247e-13
5.056000676871073 0.0 1.4069981357878616e-13
5.105088062083414 0.0 1.1768575220569273e-13
5.154175447295755 0.0 9.55116675288271e-14
5.203262832508095 0.0 7.51745531267974e-14
5.252350217720435 0.0 5.735453371414798e-14
5.301437602932776 0.0 4.239963023835803e-14
5.350524988145116 0.0 3.035835203379506e-14
5.399612373357457 0.0 2.1044862927410187e-14
5.448699758569798 0.0 1.4118814539687552e-14
5.497787143782138 0.0 9.163615739863558e-15
5.546874528994478 0.0 5.751509924786633e-15
5.595961914206819 0.0 3.489544152005329e-15
5.64504929941916 0.0 2.0457218611477785e-15
5.6941366846315 0.0 1.1583157032828571e-15
5.743224069843841 0.0 6.33157651646241e-16
5.792311455056181 0.0 3.339587262827773e-16
5.841398840268521 0.0 1.698828349243944e-16
5.890486225480862 0.0 8.330080143026345e-17
5.939573610693203 0.0 3.935008234157085e-17
5.988660995905543 0.0 1.789674178563591e-17
6.037748381117884 0.0 7.830673628523381e-18
6.086835766330224 0.0 3.289794730698541e-18
6.135923151542564 0.0 1.3117392676337543e-18
6.1850105367549055 0.0 4.517467425431374e-19
6.234097921967246 0.0 1.8703383640368244e-21
6.283185307179586 0.0 2.1146659030895333e-18
0.0 0.04908738521234052 8.867078336095806e-18
0.04908738521234052 0.04908738521234052 1.85518421343997e-17
0.09817477042468103 0.04908738521234052 2.9989518304681587e-17
0.14726215563702155 0.04908738521234052 4.4300260203606876e-17
0.19634954084936207 0.04908738521234052 6.288434746167553e-17
0.2454369260617026 0.04908738521234052 8.752627929828528e-17
0.2945243112740431 0.04908738521234052 1.2052455270172342e-16
0.3436116964863836 0.04908738521234052 1.648579831998214e-16
0.39269908169872414 0.04908738521234052 2.2439877104941203e-16
0.44178646691106466 0.04908738521234052 3.0418299553038974e-16
0.4908738521234052 0.04908738521234052 4.107508353521746e-16
0.5399612373357456 0.04908738521234052 5.525712207295839e-16
0.5890486225480862 0.04908738521234052 7.405684438348311e-16
0.6381360077604268 0.04908738521234052 9.887712040026363e-16
0.6872233929727672 0.04908738521234052 1.315107450400928e-15
0.7363107781851077 0.04908738521234052 1.7423710553861908e-15
0.7853981633974483 0.04908738521234052 2.299388636531547e-15
0.8344855486097889 0.04908738521234052 3.0224165175763268e-15
0.8835729338221293 0.04908738521234052 3.9567985742775085e-15
0.9326603190344698 0.04908738521234052 5.158915162993077e-15
0.9817477042468103 0.04908738521234052 6.698451010898027e-15
1.030835089459151 0.04908738521234052 8.661005322358926e-15
1.0799224746714913 0.04908738521234052 1.115105984396588e-14
1.1290098598838318 0.04908738521234052 1.429530963176395e-14
1.1780972450961724 0.04908738521234052 1.8246346204769194e-14
1.227184630308513 0.04908738521234052 2.318666315757351e-14
1.2762720155208536 0.04908738521234052 2.9332929803135175e-14
1.325359400733194 0.04908738521234052 3.694044892145062e-14
1.3744467859455345 0.04908738521234052 4.630768042330244e-14
1.423534171157875 0.04908738521234052 5.778067434033917e-14
1.4726215563702154 0.04908738521234052 7.175721516174079e-14
1.521708941582556 0.04908738521234052 8.869043684957667e-14
1.5707963267948966 0.04908738521234052 1.0909162615392194e-13
1.6198837120072371 0.04908738521234052 1.3353189393431973e-13
1.6689710972195777 0.04908738521234052 1.6264236333994307e-13
